125
  0.49500000   0.49500000   0.49500000 8.000000e-03
  0.49500000   0.49500000   0.49750000 8.000000e-03
  0.49500000   0.49500000   0.50000000 8.000000e-03
  0.49500000   0.49500000   0.50250000 8.000000e-03
  0.49500000   0.49500000   0.50500000 8.000000e-03
  0.49500000   0.49750000   0.49500000 8.000000e-03
  0.49500000   0.49750000   0.49750000 8.000000e-03
  0.49500000   0.49750000   0.50000000 8.000000e-03
  0.49500000   0.49750000   0.50250000 8.000000e-03
  0.49500000   0.49750000   0.50500000 8.000000e-03
  0.49500000   0.50000000   0.49500000 8.000000e-03
  0.49500000   0.50000000   0.49750000 8.000000e-03
  0.49500000   0.50000000   0.50000000 8.000000e-03
  0.49500000   0.50000000   0.50250000 8.000000e-03
  0.49500000   0.50000000   0.50500000 8.000000e-03
  0.49500000   0.50250000   0.49500000 8.000000e-03
  0.49500000   0.50250000   0.49750000 8.000000e-03
  0.49500000   0.50250000   0.50000000 8.000000e-03
  0.49500000   0.50250000   0.50250000 8.000000e-03
  0.49500000   0.50250000   0.50500000 8.000000e-03
  0.49500000   0.50500000   0.49500000 8.000000e-03
  0.49500000   0.50500000   0.49750000 8.000000e-03
  0.49500000   0.50500000   0.50000000 8.000000e-03
  0.49500000   0.50500000   0.50250000 8.000000e-03
  0.49500000   0.50500000   0.50500000 8.000000e-03
  0.49750000   0.49500000   0.49500000 8.000000e-03
  0.49750000   0.49500000   0.49750000 8.000000e-03
  0.49750000   0.49500000   0.50000000 8.000000e-03
  0.49750000   0.49500000   0.50250000 8.000000e-03
  0.49750000   0.49500000   0.50500000 8.000000e-03
  0.49750000   0.49750000   0.49500000 8.000000e-03
  0.49750000   0.49750000   0.49750000 8.000000e-03
  0.49750000   0.49750000   0.50000000 8.000000e-03
  0.49750000   0.49750000   0.50250000 8.000000e-03
  0.49750000   0.49750000   0.50500000 8.000000e-03
  0.49750000   0.50000000   0.49500000 8.000000e-03
  0.49750000   0.50000000   0.49750000 8.000000e-03
  0.49750000   0.50000000   0.50000000 8.000000e-03
  0.49750000   0.50000000   0.50250000 8.000000e-03
  0.49750000   0.50000000   0.50500000 8.000000e-03
  0.49750000   0.50250000   0.49500000 8.000000e-03
  0.49750000   0.50250000   0.49750000 8.000000e-03
  0.49750000   0.50250000   0.50000000 8.000000e-03
  0.49750000   0.50250000   0.50250000 8.000000e-03
  0.49750000   0.50250000   0.50500000 8.000000e-03
  0.49750000   0.50500000   0.49500000 8.000000e-03
  0.49750000   0.50500000   0.49750000 8.000000e-03
  0.49750000   0.50500000   0.50000000 8.000000e-03
  0.49750000   0.50500000   0.50250000 8.000000e-03
  0.49750000   0.50500000   0.50500000 8.000000e-03
  0.50000000   0.49500000   0.49500000 8.000000e-03
  0.50000000   0.49500000   0.49750000 8.000000e-03
  0.50000000   0.49500000   0.50000000 8.000000e-03
  0.50000000   0.49500000   0.50250000 8.000000e-03
  0.50000000   0.49500000   0.50500000 8.000000e-03
  0.50000000   0.49750000   0.49500000 8.000000e-03
  0.50000000   0.49750000   0.49750000 8.000000e-03
  0.50000000   0.49750000   0.50000000 8.000000e-03
  0.50000000   0.49750000   0.50250000 8.000000e-03
  0.50000000   0.49750000   0.50500000 8.000000e-03
  0.50000000   0.50000000   0.49500000 8.000000e-03
  0.50000000   0.50000000   0.49750000 8.000000e-03
  0.50000000   0.50000000   0.50000000 8.000000e-03
  0.50000000   0.50000000   0.50250000 8.000000e-03
  0.50000000   0.50000000   0.50500000 8.000000e-03
  0.50000000   0.50250000   0.49500000 8.000000e-03
